,name,title,latitude,longtitude,address1,address2,address3,city,zip_code,country,state,display_address
3387,First Wok,['Chinese'],40.0333277,-75.1775265,129 W Chelten Ave,,,Philadelphia,19144,US,PA,"129 W Chelten Ave Philadelphia, PA 19144 "
3388,Gennaro's Famous Pizza,['Pizza'],40.0310483085887,-75.1795683597982,210 W Chelten Ave,,,Philadelphia,19144,US,PA,"210 W Chelten Ave Philadelphia, PA 19144 "
3389,Burger King,"['Burgers', 'Fast Food']",40.0321309831026,-75.1790480688214,171 W Chelton Ave,,,Philadelphia,19144,US,PA,"171 W Chelton Ave Philadelphia, PA 19144 "
3390,Lim Cheang,['Restaurants'],40.04948,-75.17181,6142 Chew Ave,,,Philadelphia,19138,US,PA,"6142 Chew Ave Philadelphia, PA 19138 "
3391,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",40.032485186845,-75.1785321,161 W Chelten Ave,,,Philadelphia,19144,US,PA,"161 W Chelten Ave Philadelphia, PA 19144 "
3392,Chew Deli,['Delis'],40.0506389,-75.1735494,6302 Chew Ave,,,Philadelphia,19138,US,PA,"6302 Chew Ave Philadelphia, PA 19138 "
3393,"Best In Town Seafood, Market and Deli","['Seafood', 'Delis']",40.0331917,-75.1775894,133 W Chelten Ave,,,Philadelphia,19144,US,PA,"133 W Chelten Ave Philadelphia, PA 19144 "
3394,New Zem Zem Pizza,['Pizza'],40.0378494262695,-75.1731338500977,117 E Chelten Ave,,,Philadelphia,19144,US,PA,"117 E Chelten Ave Philadelphia, PA 19144 "
3395,Mike's Family Restaurant,['American (New)'],40.034016,-75.177139,107 W Chelten Ave,,,Philadelphia,19144,US,PA,"107 W Chelten Ave Philadelphia, PA 19144 "
3425,Bill's Family Pizza,['Pizza'],40.0432507084882,-75.023849,8200 Frankford Ave,,,Philadelphia,19136,US,PA,"8200 Frankford Ave Philadelphia, PA 19136 "
3525,New Era Indian Cuisine,['Indian'],40.07409,-75.19862,219 E Willow Grove Ave,,,Philadelphia,19118,US,PA,"219 E Willow Grove Ave Philadelphia, PA 19118 "
3529,The Foodery Chestnut Hill,"['Sandwiches', 'Beer, Wine & Spirits', 'Beer Bar']",40.0694128837746,-75.1994626225562,7829 Germantown Ave,,,Philadelphia,19118,US,PA,"7829 Germantown Ave Philadelphia, PA 19118 "
3537,Bread & Butter Philly - Breakfast Junction,"['American (Traditional)', 'Breakfast & Brunch', 'Juice Bars & Smoothies']",40.0797906,-75.1736235982,1517 E Wadsworth Ave,,,Philadelphia,19150,US,PA,"1517 E Wadsworth Ave Philadelphia, PA 19150 "
3541,CinCin Restaurant,"['Chinese', 'Venues & Event Spaces', 'Pan Asian']",40.069231,-75.199751,7838 Germantown Ave,,,Philadelphia,19118,US,PA,"7838 Germantown Ave Philadelphia, PA 19118 "
3543,Hokka Hokka Japanese Restaurant,"['Japanese', 'Sushi Bars']",40.06924,-75.19941,7830 Germantown Ave,,,Philadelphia,19118,US,PA,"7830 Germantown Ave Philadelphia, PA 19118 "
3549,The Night Kitchen,"['Bakeries', 'Breakfast & Brunch', 'Desserts']",40.06839,-75.19786,7725 Germantown Ave,,,Philadelphia,19118,US,PA,"7725 Germantown Ave Philadelphia, PA 19118 "
3552,Lincoln Chicken & Burger,"['Burgers', 'Chicken Wings', 'Fast Food']",40.04574,-75.16495,801 E Chelten Ave,,,Philadelphia,19138,US,PA,"801 E Chelten Ave Philadelphia, PA 19138 "
3554,Yu Hsiang Garden,['Chinese'],40.0673479,-75.1969948,7630 Germantown Ave,,,Philadelphia,19118,US,PA,"7630 Germantown Ave Philadelphia, PA 19118 "
3555,Jamils Cafe On Wheels,"['Soul Food', 'Food Trucks']",40.05938366612858,-75.19024704110447,7135 Germantown Ave,,,Philadelphia,19119,US,PA,"7135 Germantown Ave Philadelphia, PA 19119 "
3559,Hummingbird Diner,['Restaurants'],40.07951,-75.17313,1530 E Wadsworth Ave,,,Philadelphia,19150,US,PA,"1530 E Wadsworth Ave Philadelphia, PA 19150 "
3561,Brotherly Grub,"['Food Trucks', 'Themed Cafes']",40.0594208,-75.1901852,7135 Germantown Ave,,,Philadelphia,19119,US,PA,"7135 Germantown Ave Philadelphia, PA 19119 "
3567,Brick House Pizza & Restaurant,"['Pizza', 'Italian']",40.068067,-75.006396,3332 Grant Ave,,,Philadelphia,19114,US,PA,"3332 Grant Ave Philadelphia, PA 19114 "
3571,Surf And Turf Truck,"['Food Trucks', 'Seafood']",40.0672836303711,-75.0048904418945,,,,Philadelphia,19114,US,PA,"Philadelphia, PA 19114 "
3574,Akbar restaurant and Banquet Hall,"['Indian', 'Venues & Event Spaces', 'Hookah Bars']",40.06957,-75.00857,3180 Grant Ave,,,Philadelphia,19114,US,PA,"3180 Grant Ave Philadelphia, PA 19114 "
3576,New Lee's Chinese Restaurant,['Chinese'],40.0643495082861,-75.0211286570435,9220 Ashton Rd,,,Philadelphia,19114,US,PA,"9220 Ashton Rd Philadelphia, PA 19114 "
3577,No. 1 China,['Chinese'],40.0683221,-75.006039,3348 Grant Ave,,,Philadelphia,19114,US,PA,"3348 Grant Ave Philadelphia, PA 19114 "
3582,Wawa,"['Coffee & Tea', 'Sandwiches']",40.0681331008673,-75.0050763040781,3341 Grant Ave,,,Philadelphia,19114,US,PA,"3341 Grant Ave Philadelphia, PA 19114 "
3586,Lee's Chinese Restaurant,['Chinese'],40.0645002,-75.0207842,9226 Ashton Rd,,,Philadelphia,19114,US,PA,"9226 Ashton Rd Philadelphia, PA 19114 "
3648,Wendy's,"['Burgers', 'Fast Food']",39.902633238715275,-75.24042161398556,3000 Island Ave,,,Philadelphia,19153,US,PA,"3000 Island Ave Philadelphia, PA 19153 "
3649,Burger King,"['Burgers', 'Fast Food']",39.90329,-75.240637,2900 Island Ave,,,Philadelphia,19153,US,PA,"2900 Island Ave Philadelphia, PA 19153 "
3650,Shotz,"['American (Traditional)', 'Bars']",39.91107,-75.24337,7417 Buist Ave,,,Philadelphia,19153,US,PA,"7417 Buist Ave Philadelphia, PA 19153 "
3651,Subway,['Sandwiches'],39.9022940138958,-75.2419548729545,2900 Island Ave,Ste 2936,,Philadelphia,19153,US,PA,"2900 Island Ave Ste 2936 Philadelphia, PA 19153 "
3652,Foose Grill,"['American (Traditional)', 'Seafood']",39.948013,-75.227058,5143 Baltimore Ave,,,Philadelphia,19143,US,PA,"5143 Baltimore Ave Philadelphia, PA 19143 "
3653,Buna Cafe Philly,"['Ethiopian', 'Venues & Event Spaces', 'Breakfast & Brunch']",39.94801,-75.226248,5121 Baltimore Ave,,,Philadelphia,19143,US,PA,"5121 Baltimore Ave Philadelphia, PA 19143 "
3654,Bottom Of The Sea Soul,['Seafood'],39.9537233054413,-75.2259334176779,327 S 52nd St,,,Philadelphia,19143,US,PA,"327 S 52nd St Philadelphia, PA 19143 "
3655,Danny's Wok,"['Chinese', 'Chicken Wings']",39.9458935,-75.2394383,5750 Baltimore Ave,,,Philadelphia,19143,US,PA,"5750 Baltimore Ave Philadelphia, PA 19143 "
3656,Anna Restaurant,"['African', 'American (Traditional)']",39.9543799638468,-75.2263397723436,304 S 52nd St,,,Philadelphia,19143,US,PA,"304 S 52nd St Philadelphia, PA 19143 "
3657,Amari's Restaurant,"['American (New)', 'Soul Food', 'Seafood']",39.9479848,-75.2247445,5037 Baltimore Ave,,,Philadelphia,19143,US,PA,"5037 Baltimore Ave Philadelphia, PA 19143 "
3658,Angie's Kitchen,['African'],39.94995,-75.2272969,618 S 52nd St,,,Philadelphia,19143,US,PA,"618 S 52nd St Philadelphia, PA 19143 "
3659,Hyon's Seafood & Restaurant,['Seafood'],39.9553680419922,-75.2341918945312,5600 Spruce St,,,Philadelphia,19139,US,PA,"5600 Spruce St Philadelphia, PA 19139 "
3660,Domino's Pizza,['Pizza'],39.945883,-75.2395219,5754 Baltimore Ave,,,Philadelphia,19143,US,PA,"5754 Baltimore Ave Philadelphia, PA 19143 "
3661,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",39.9461148325517,-75.2375532744259,5700 Baltimore Ave,,,Philadelphia,19143,US,PA,"5700 Baltimore Ave Philadelphia, PA 19143 "
3662,Mina's World,['Cafes'],39.951615,-75.226359,511 S 52nd St,,,Philadelphia,19143,US,PA,"511 S 52nd St Philadelphia, PA 19143 "
3663,Sorrento Pizzeria And Grill,"['Chicken Wings', 'Pizza']",39.9498507065,-75.2332982,646 S 55th St,West Phildelphia,,Philadelphia,19143,US,PA,"646 S 55th St West Phildelphia Philadelphia, PA 19143 "
3664,Back-a-yard Jamaican,['Caribbean'],39.954299,-75.226364,308 S 52nd St,,,Philadelphia,19143,US,PA,"308 S 52nd St Philadelphia, PA 19143 "
3665,Justin's Snack Corner,['Breakfast & Brunch'],39.9503021240234,-75.2266159057617,601 S 52nd St,,,Philadelphia,19143,US,PA,"601 S 52nd St Philadelphia, PA 19143 "
3666,Southside Zabihah Halal Eatery,"['Soul Food', 'Cheesesteaks', 'American (Traditional)']",39.95494,-75.24247,422 S 60th St,,,Philadelphia,19143,US,PA,"422 S 60th St Philadelphia, PA 19143 "
3667,Big Geez Chicken Shack ,['Chicken Shop'],39.955643,-75.225505,5148 Locust St,,,Philadelphia,19139,US,PA,"5148 Locust St Philadelphia, PA 19139 "
3668,A Taste O' Home,['Caribbean'],39.9438749,-75.2460885,6045 Baltimore Ave,,,Philadelphia,19143,US,PA,"6045 Baltimore Ave Philadelphia, PA 19143 "
3669,Delancey Street Pizzeria,['Pizza'],39.95545,-75.23624,5701 Delancey St,,,Philadelphia,19143,US,PA,"5701 Delancey St Philadelphia, PA 19143 "
3670,Checkers,"['Fast Food', 'Burgers']",39.945616332876526,-75.23940297688405,5726-46 Baltimore Ave,,,Philadelphia,19143,US,PA,"5726-46 Baltimore Ave Philadelphia, PA 19143 "
3671,Park Pizza,"['Pizza', 'Sandwiches', 'Salad']",39.952463,-75.226719,434 S 52nd St,,,Philadelphia,19143,US,PA,"434 S 52nd St Philadelphia, PA 19143 "
3672,Buna Cafe,"['Ethiopian', 'Cafes']",39.94801,-75.226248,5121 Baltimore Ave,,,Philadelphia,19143,US,PA,"5121 Baltimore Ave Philadelphia, PA 19143 "
3673,Soulful D’lites,['Soul Food'],39.95301,-75.24241,529 S 60th St,,,Philadelphia,19143,US,PA,"529 S 60th St Philadelphia, PA 19143 "
3674,Golden Star,['Restaurants'],39.95447,-75.23224,5501 Pine St,,,Philadelphia,19143,US,PA,"5501 Pine St Philadelphia, PA 19143 "
3677,Mary Deli,['Restaurants'],39.95158,-75.22692,516 S 52nd St,,,Philadelphia,19143,US,PA,"516 S 52nd St Philadelphia, PA 19143 "
3678,South Style Pizza,"['Sandwiches', 'Pizza']",39.9543037414551,-75.2441711425781,449 S 61st St,,,Philadelphia,19143,US,PA,"449 S 61st St Philadelphia, PA 19143 "
3679,Obsidian Eats,"['Comfort Food', 'Food Trucks', 'Juice Bars & Smoothies']",39.945970044750254,-75.22811469727321,,,,Philadelphia,19143,US,PA,"Philadelphia, PA 19143 "
3680,Citizens Beer,"['Beer Bar', 'Asian Fusion', 'Cheesesteaks']",39.95486,-75.22996,5400 Spruce St,,,Philadelphia,19139,US,PA,"5400 Spruce St Philadelphia, PA 19139 "
3681,Atlas Pizza & Steaks,['Pizza'],39.94745,-75.2275,736 S 52nd St,,,Philadelphia,19143,US,PA,"736 S 52nd St Philadelphia, PA 19143 "
3682,Jin House,['Chinese'],39.9517631530762,-75.2268905639648,508 S 52nd St,,,Philadelphia,19143,US,PA,"508 S 52nd St Philadelphia, PA 19143 "
3683,China House,['Chinese'],39.95434,-75.22635,306 S 52nd St,,,Philadelphia,19143,US,PA,"306 S 52nd St Philadelphia, PA 19143 "
3730,Red Rooster,"['Bars', 'Wraps', 'Sandwiches']",40.0676919,-75.0685689,7960 Dungan Rd,,,Philadelphia,19111,US,PA,"7960 Dungan Rd Philadelphia, PA 19111 "
3731,China Bowl Restaurant,['Chinese'],40.0674354,-75.0688323,7952 Dungan Rd,,,Philadelphia,19111,US,PA,"7952 Dungan Rd Philadelphia, PA 19111 "
3733,Keller Market,"['Grocery', 'Sandwiches']",40.0721248,-75.0767287,7964 Verree Rd,,,Philadelphia,19111,US,PA,"7964 Verree Rd Philadelphia, PA 19111 "
3738,China King,"['Chinese', 'Seafood', 'Soup']",40.05867,-75.07834,1301 Cottman Ave,,,Philadelphia,19111,US,PA,"1301 Cottman Ave Philadelphia, PA 19111 "
3742,Verree Express Pizza,['Pizza'],40.0723412,-75.0762175,7959 Verree Rd,,,Philadelphia,19111,US,PA,"7959 Verree Rd Philadelphia, PA 19111 "
3743,Galaxy Pizza,['Pizza'],40.0586190970303,-75.0787411444656,1239 Cottman Ave,,,Philadelphia,19111,US,PA,"1239 Cottman Ave Philadelphia, PA 19111 "
3750,Best In Town Pizza,['Pizza'],40.0615,-75.05597,7971 Castor Ave,,,Philadelphia,19152,US,PA,"7971 Castor Ave Philadelphia, PA 19152 "
3752,Burger King,"['Burgers', 'Fast Food']",40.05442,-75.0723299,1624 Cottman Ave,,,Philadelphia,19111,US,PA,"1624 Cottman Ave Philadelphia, PA 19111 "
3753,New China,['Chinese'],40.06127,-75.0561,7961 Castor Ave,,,Philadelphia,19152,US,PA,"7961 Castor Ave Philadelphia, PA 19152 "
3756,Cafe Michelangelo,['Italian'],40.1214218139648,-75.0160598754883,11901 Bustleton Ave,,,Philadelphia,19116,US,PA,"11901 Bustleton Ave Philadelphia, PA 19116 "
3757,El Tlaloc,"['Food Trucks', 'Mexican', 'Caterers']",39.95223,-75.16218,,,,Philadelphia,19019,US,PA,"Philadelphia, PA 19019 "
3758,Uzbekistan Restaurant,"['Uzbek', 'Russian']",40.1227364,-75.0159855,12012 Bustleton Ave,,,Philadelphia,19116,US,PA,"12012 Bustleton Ave Philadelphia, PA 19116 "
3759,Momma Mia's Pizzeria,"['Pizza', 'Cheesesteaks', 'Chicken Wings']",40.12023,-74.99518,15002 Endicott St,,,Philadelphia,19116,US,PA,"15002 Endicott St Philadelphia, PA 19116 "
3760,New Georgian House Restaurant,"['Georgian', 'Russian']",40.1241090829431,-75.0146105512977,13023 Bustleton Ave,,,Philadelphia,19116,US,PA,"13023 Bustleton Ave Philadelphia, PA 19116 "
3761,Georgian Bakery & Cafe,"['Bakeries', 'Cafes']",40.1202789666398,-75.0159822922064,11749 Bustleton Ave,,,Philadelphia,19116,US,PA,"11749 Bustleton Ave Philadelphia, PA 19116 "
3762,Stoli's Steaks,['Cheesesteaks'],40.123545,-75.014618,13023 Bustleton Ave,,,Philadelphia,19116,US,PA,"13023 Bustleton Ave Philadelphia, PA 19116 "
3763,Neli's Deli,['Delis'],40.12016,-74.9952799,15000 Endicott St,,,Philadelphia,19116,US,PA,"15000 Endicott St Philadelphia, PA 19116 "
3764,Towers cafe,"['Patisserie/Cake Shop', 'Cafes']",40.1215,-75.01603,11903 Bustleton Ave,,,Philadelphia,19116,US,PA,"11903 Bustleton Ave Philadelphia, PA 19116 "
3765,To-Yo Japanese Restaurant,"['Japanese', 'Sushi Bars']",40.12482,-75.0154,13032 Bustleton Ave,,,Philadelphia,19116,US,PA,"13032 Bustleton Ave Philadelphia, PA 19116 "
3766,Restaurant Lanjeron,['Modern European'],40.12482,-75.0154,13032 Bustleton Ave,,,Philadelphia,19116,US,PA,"13032 Bustleton Ave Philadelphia, PA 19116 "
3767,Melody Caterer and Restaurant,"['Venues & Event Spaces', 'Modern European', 'Seafood']",40.1194726,-75.0174754,11723 Busleton Ave,,,Philadelphia,19116,US,PA,"11723 Busleton Ave Philadelphia, PA 19116 "
3768,NetCost Market,"['Grocery', 'Fruits & Veggies', 'Delis']",40.1189414,-75.0167746,11701 Bustleton Ave,,,Philadelphia,19116,US,PA,"11701 Bustleton Ave Philadelphia, PA 19116 "
3769,Pizza Works,['Pizza'],40.12023,-74.99518,15002 Endicott St,,,Philadelphia,19116,US,PA,"15002 Endicott St Philadelphia, PA 19116 "
3823,Sky Cafe,"['Indonesian', 'Noodles']",39.93681,-75.1626299,1122-38 Washington Ave,Ste B,,Philadelphia,19147,US,PA,"1122-38 Washington Ave Ste B Philadelphia, PA 19147 "
3824,El Jarocho,['Mexican'],39.936492,-75.165011,1138 S 13th St,,,Philadelphia,19147,US,PA,"1138 S 13th St Philadelphia, PA 19147 "
3840,Lian Hsing's,['Chinese'],39.9335358291864,-75.1722577214241,1629 Reed St,,,Philadelphia,19146,US,PA,"1629 Reed St Philadelphia, PA 19146 "
3841,The Victor Cafe,"['Italian', 'Wine Bars']",39.931653,-75.166327,1303 Dickinson St,,,Philadelphia,19147,US,PA,"1303 Dickinson St Philadelphia, PA 19147 "
3843,The Breakfast Den,"['Breakfast & Brunch', 'Sandwiches']",39.943759,-75.167337,1500 South St,,,Philadelphia,19146,US,PA,"1500 South St Philadelphia, PA 19146 "
3859,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",40.02749,-75.20948,5711 Ridge Ave,,,Philadelphia,19128,US,PA,"5711 Ridge Ave Philadelphia, PA 19128 "
3873,Brown Sugar Bakery & Cafe,"['Bakeries', 'Cafes', 'Cupcakes']",39.9564,-75.22535,219 S 52nd St,,,Philadelphia,19139,US,PA,"219 S 52nd St Philadelphia, PA 19139 "
3879,Yummy Diner,['Restaurants'],39.9610977172852,-75.2249221801758,34 N 52nd St,,,Philadelphia,19139,US,PA,"34 N 52nd St Philadelphia, PA 19139 "
3886,Sunday's Best,['Caribbean'],39.9609794616699,-75.2243118286133,41 N 52nd St,,,Philadelphia,19139,US,PA,"41 N 52nd St Philadelphia, PA 19139 "
3887,52nd Skyline Restaurant,"['Comfort Food', 'Breakfast & Brunch']",39.95857,-75.2249,47 S 52nd St,,,Philadelphia,19139,US,PA,"47 S 52nd St Philadelphia, PA 19139 "
3889,Pete's Pizza,['Pizza'],39.9646339416504,-75.2241134643555,5158 Haverford Ave,,,Philadelphia,19139,US,PA,"5158 Haverford Ave Philadelphia, PA 19139 "
3892,Cozy,['Restaurants'],39.9640731811523,-75.2221145629883,5100 Haverford Ave,,,Philadelphia,19139,US,PA,"5100 Haverford Ave Philadelphia, PA 19139 "
3893,Uptown Grill Breakfast,['American (New)'],39.96093,-75.2412499,38 S 60th St,,,Philadelphia,19139,US,PA,"38 S 60th St Philadelphia, PA 19139 "
3894,Gaetano's,['Restaurants'],39.960337,-75.227589,53RD Market St,,,Philadelphia,19139,US,PA,"53RD Market St Philadelphia, PA 19139 "
3896,lighthouse Jamaican Restaurant,['Caribbean'],39.9602247896567,-75.2251827,5207 Market St,,,Philadelphia,19139,US,PA,"5207 Market St Philadelphia, PA 19139 "
3897,Rising Sun Chinese Restaurant,['Chinese'],39.95716,-75.22582,5205 Walnut St,,,Philadelphia,19139,US,PA,"5205 Walnut St Philadelphia, PA 19139 "
3898,Tropical Choice,['Caribbean'],39.9644432067871,-75.2241973876953,247 N 52nd St,,,Philadelphia,19139,US,PA,"247 N 52nd St Philadelphia, PA 19139 "
3899,Scramble Club,['Breakfast & Brunch'],39.96007,-75.224924,5201 Market St,,,Philadelphia,19139,US,PA,"5201 Market St Philadelphia, PA 19139 "
3901,Jim's Pizza & Steaks,"['Pizza', 'Steakhouses']",39.95583,-75.23424,5605 Spruce St,,,Philadelphia,19139,US,PA,"5605 Spruce St Philadelphia, PA 19139 "
3902,Wendy's,"['Fast Food', 'Burgers']",39.96074,-75.234234,5601 Chestnut Street,,,Philadelphia,19139,US,PA,"5601 Chestnut Street Philadelphia, PA 19139 "
3903,Mr Hook Fish & Chicken,['Seafood'],39.95668,-75.22582,206 S 52nd St,,,Philadelphia,19139,US,PA,"206 S 52nd St Philadelphia, PA 19139 "
3904,The Grill Cheese,"['Food Trucks', 'Sandwiches', 'Food Stands']",39.9600168,-75.2274866,48TH And Haverford Ave,,,Philadelphia,19139,US,PA,"48TH And Haverford Ave Philadelphia, PA 19139 "
3906,Blu Diamond,"['Vegan', 'Juice Bars & Smoothies']",39.956696,-75.225016,5144 Walnut St,,,Philadelphia,19139,US,PA,"5144 Walnut St Philadelphia, PA 19139 "
3908,Big Jim Tuckers Lounge,['Restaurants'],39.96064,-75.22801,5329 Market St,,,Philadelphia,19139,US,PA,"5329 Market St Philadelphia, PA 19139 "
3910,Montego Grill,"['Caribbean', 'Bars', 'Chicken Wings']",39.95682,-75.22632,5222 Walnut St,,,Philadelphia,19139,US,PA,"5222 Walnut St Philadelphia, PA 19139 "
3913,Tony Boys Breakfast,['Breakfast & Brunch'],39.96218,-75.24057,5951 Market St,,,Philadelphia,19139,US,PA,"5951 Market St Philadelphia, PA 19139 "
3914,M&G Deli,"['Delis', 'Breakfast & Brunch']",39.960339,-75.241295,100 S 60th St,,,Philadelphia,19139,US,PA,"100 S 60th St Philadelphia, PA 19139 "
3915,Sunny's Breakfast,['Breakfast & Brunch'],39.9609260559082,-75.2249603271484,26 N 52nd St,,,Philadelphia,19139,US,PA,"26 N 52nd St Philadelphia, PA 19139 "
3916,Grace Chinese Restaurant,['Chinese'],39.96684,-75.23988,6001 Vine St,,,Philadelphia,19139,US,PA,"6001 Vine St Philadelphia, PA 19139 "
3917,Sunny-Side Diner,"['Breakfast & Brunch', 'Diners']",39.9618277698755,-75.2403060346842,5948 Market St,,,Philadelphia,19139,US,PA,"5948 Market St Philadelphia, PA 19139 "
3918,Filbert Fresh Mart,"['Meat Shops', 'Grocery', 'Delis']",39.96064,-75.22525,5206 Filbert St,,,Philadelphia,19139,US,PA,"5206 Filbert St Philadelphia, PA 19139 "
3919,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",39.9580683369892,-75.2250515271544,101 S 52nd St,,,Philadelphia,19139,US,PA,"101 S 52nd St Philadelphia, PA 19139 "
3920,Crown Fried Chicken on 52nd Street,"['Chicken Wings', 'Sandwiches', 'Seafood']",39.96069,-75.225,22 N 52nd St,,,Philadelphia,19139,US,PA,"22 N 52nd St Philadelphia, PA 19139 "
3927,New Panda,"['Chinese', 'Japanese']",40.0680774,-75.0512522,8340 Bustleton Ave,,,Philadelphia,19152,US,PA,"8340 Bustleton Ave Philadelphia, PA 19152 "
3931,Astoria Restaurant,['Modern European'],40.0686405,-75.0510349,8336 Bustleton Ave,,,Philadelphia,19152,US,PA,"8336 Bustleton Ave Philadelphia, PA 19152 "
3932,Bell's Market,"['Delis', 'Grocery', 'Russian']",40.068352,-75.051423,8330 Bustleton Ave,,,Philadelphia,19152,US,PA,"8330 Bustleton Ave Philadelphia, PA 19152 "
3935,Wawa,"['Coffee & Tea', 'Sandwiches']",40.06428,-75.05422,8152 Castor Ave,,,Philadelphia,19152,US,PA,"8152 Castor Ave Philadelphia, PA 19152 "
3936,Pizza Hut,"['Pizza', 'Chicken Wings', 'Italian']",40.061849,-75.055472,8001 Castor Ave,,,Philadelphia,19152,US,PA,"8001 Castor Ave Philadelphia, PA 19152 "
3938,Asian Thai & Chinese Cuisine,"['Chinese', 'Thai']",40.0658178,-75.0511912,8261 Bustleton Ave,,,Philadelphia,19152,US,PA,"8261 Bustleton Ave Philadelphia, PA 19152 "
4031,Chuck E. Cheese,"['Pizza', 'Arcades', 'Kids Activities']",40.076239,-75.03146,9175 Roosevelt,Ste 2,,Philadelphia,19114,US,PA,"9175 Roosevelt Ste 2 Philadelphia, PA 19114 "
4032,Burger King,"['Burgers', 'Fast Food']",40.072277,-75.033578,2550 Welsh Rd,,,Philadelphia,19152,US,PA,"2550 Welsh Rd Philadelphia, PA 19152 "
4033,La Peg,"['Beer Gardens', 'American (Traditional)']",39.953452401869,-75.1404362747078,140 N Columbus Blvd,,,Philadelphia,19106,US,PA,"140 N Columbus Blvd Philadelphia, PA 19106 "
4034,Fork,['American (New)'],39.94995,-75.14611,306 Market St,,,Philadelphia,19106,US,PA,"306 Market St Philadelphia, PA 19106 "
4036,Forsythia,"['Modern European', 'French', 'American (New)']",39.9487067926056,-75.1453940570354,233 Chestnut St,,,Philadelphia,19106,US,PA,"233 Chestnut St Philadelphia, PA 19106 "
4037,Glory Beer Bar & Kitchen,"['Beer Bar', 'American (New)', 'Gastropubs']",39.94815,-75.14337,126 Chestnut St,,,Philadelphia,19106,US,PA,"126 Chestnut St Philadelphia, PA 19106 "
4038,Amada,"['Tapas Bars', 'Spanish', 'Iberian']",39.9487,-75.14476,217 Chestnut St,,,Philadelphia,19106,US,PA,"217 Chestnut St Philadelphia, PA 19106 "
4039,Spasso Italian Grill,"['Italian', 'Seafood', 'Beer Bar']",39.94868,-75.1428,34 S Front St,,,Philadelphia,19106,US,PA,"34 S Front St Philadelphia, PA 19106 "
4041,Sassafras Bar,"['Bars', 'American (New)', 'Sandwiches']",39.948832,-75.144063,48 S 2nd St,,,Philadelphia,19106,US,PA,"48 S 2nd St Philadelphia, PA 19106 "
4042,National Mechanics,"['Pubs', 'American (Traditional)', 'Dance Clubs']",39.9495401,-75.145949,22 S 3rd St,,,Philadelphia,19106,US,PA,"22 S 3rd St Philadelphia, PA 19106 "
4043,Buk Chon Korean Cuisine,"['Korean', 'Asian Fusion']",39.9482156,-75.143697,132 Chestnut St,,,Philadelphia,19106,US,PA,"132 Chestnut St Philadelphia, PA 19106 "
4044,Race Street Cafe,"['Bars', 'American (Traditional)']",39.9537127,-75.1434447560921,208 Race St,,,Philadelphia,19106,US,PA,"208 Race St Philadelphia, PA 19106 "
4045,The Garden,"['Cafes', 'Beer Gardens']",39.9525531,-75.1397163,121 N Columbus Blvd,,,Philadelphia,19106,US,PA,"121 N Columbus Blvd Philadelphia, PA 19106 "
4046,Oh Brother Philly,"['Cheesesteaks', 'Burgers', 'Sandwiches']",39.94971,-75.14411,206 Market St,,,Philadelphia,19106,US,PA,"206 Market St Philadelphia, PA 19106 "
4047,Eggcellent Cafe,"['Coffee & Tea', 'Breakfast & Brunch']",39.948441280881,-75.143093727529,113 Chestnut St,,,Philadelphia,19106,US,PA,"113 Chestnut St Philadelphia, PA 19106 "
4048,Morgan's Pier,"['Bars', 'American (New)', 'Sandwiches']",39.9549030180658,-75.1389125268238,221 N Columbus Blvd,,,Philadelphia,19123,US,PA,"221 N Columbus Blvd Philadelphia, PA 19123 "
4049,Chloe,['American (New)'],39.95192,-75.14442,232 Arch St,,,Philadelphia,19106,US,PA,"232 Arch St Philadelphia, PA 19106 "
4050,2nd Story Brewing,"['American (New)', 'Bars', 'Breweries']",39.9485,-75.14347,117 Chestnut St,,,Philadelphia,19106,US,PA,"117 Chestnut St Philadelphia, PA 19106 "
4051,Panorama,"['Italian', 'Wine Bars']",39.950218,-75.142308,14 N Front St,,,Philadelphia,19106,US,PA,"14 N Front St Philadelphia, PA 19106 "
4052,Royal Boucherie,['Brasseries'],39.94874,-75.14433,52 S 2nd St,,,Philadelphia,19106,US,PA,"52 S 2nd St Philadelphia, PA 19106 "
4053,Vista Peru,"['Peruvian', 'Cocktail Bars']",39.94945,-75.14416,20 S 2nd St,,,Philadelphia,19106,US,PA,"20 S 2nd St Philadelphia, PA 19106 "
4055,Tuna Bar,"['Japanese', 'Sushi Bars']",39.953949,-75.1432262,205 Race St,,,Philadelphia,19106,US,PA,"205 Race St Philadelphia, PA 19106 "
4056,United By Blue,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",39.9539294,-75.1432262,205 Race St,,,Philadelphia,19106,US,PA,"205 Race St Philadelphia, PA 19106 "
4057,Luna Café,"['Breakfast & Brunch', 'Cafes', 'American (New)']",39.95055,-75.14627,317 Market St,,,Philadelphia,19106,US,PA,"317 Market St Philadelphia, PA 19106 "
4058,Khyber Pass Pub,"['Gastropubs', 'Pubs', 'American (Traditional)']",39.94863,-75.1442,56 S 2nd St,,,Philadelphia,19106,US,PA,"56 S 2nd St Philadelphia, PA 19106 "
