,name,title,latitude,longtitude,address1,address2,address3,city,zip_code,country,state,display_address
2600,Philly's Finest Pizza,['Pizza'],40.06830333,-75.06870667,7962 Dungan Rd,,,Philadelphia,19111,US,PA,"7962 Dungan Rd Philadelphia, PA 19111 "
2602,El Provocon,['Spanish'],40.03985,-75.0574199,2843 Tyson Ave,,,Philadelphia,19149,US,PA,"2843 Tyson Ave Philadelphia, PA 19149 "
2605,Four Seasons Diner,['Diners'],40.04436,-75.05287,2811 Cottman Ave,,,Philadelphia,19149,US,PA,"2811 Cottman Ave Philadelphia, PA 19149 "
2611,Fu Hai Restaurant,['Dim Sum'],40.0416703383978,-75.0545130963847,2842 Saint Vincent St,Unit B2,,Philadelphia,19149,US,PA,"2842 Saint Vincent St Unit B2 Philadelphia, PA 19149 "
2613,Tano's Deli,['Delis'],40.06218,-75.08033,7401 Bingham St,,,Philadelphia,19111,US,PA,"7401 Bingham St Philadelphia, PA 19111 "
2625,Aldo's Pizzarama,['Pizza'],40.108553,-75.025526,10201 Bustleton Ave,,,Philadelphia,19116,US,PA,"10201 Bustleton Ave Philadelphia, PA 19116 "
2630,O'Mares Irish Pub,"['Pubs', 'Restaurants']",40.10871,-75.02487,10253 Bustleton Ave,,,Philadelphia,19116,US,PA,"10253 Bustleton Ave Philadelphia, PA 19116 "
2642,Kesha's K,"['Seafood', 'Soul Food', 'Breakfast & Brunch']",40.01459,-75.08481,1621 Orthodox St,,,Philadelphia,19124,US,PA,"1621 Orthodox St Philadelphia, PA 19124 "
2649,Leandro's Pizza House,['Pizza'],40.01382,-75.08599,4501 Frankford Ave,,,Philadelphia,19124,US,PA,"4501 Frankford Ave Philadelphia, PA 19124 "
2657,Leandro Pizza House,['Pizza'],40.01587,-75.08417,4659 Frankford Ave,,,Philadelphia,19124,US,PA,"4659 Frankford Ave Philadelphia, PA 19124 "
2669,Malelani  Cafe,"['Mediterranean', 'Coffee & Tea', 'American (New)']",40.0529552,-75.1861288,6734 Germantown Ave,,,Philadelphia,19119,US,PA,"6734 Germantown Ave Philadelphia, PA 19119 "
2670,Mount Airy Tap Room,"['Beer Bar', 'American (New)', 'Sandwiches']",40.053901,-75.194212,300 W Mt Pleasant Ave,,,Philadelphia,19119,US,PA,"300 W Mt Pleasant Ave Philadelphia, PA 19119 "
2671,Twisted Gingers Brewing Company,"['Brewpubs', 'Pizza']",40.0275,-75.21849,4317 Fleming St,,,Philadelphia,19128,US,PA,"4317 Fleming St Philadelphia, PA 19128 "
2672,Trattoria Moma,['Italian'],40.05938,-75.18996,7131 Germantown Ave,,,Philadelphia,19119,US,PA,"7131 Germantown Ave Philadelphia, PA 19119 "
2673,DOHO Taqueria,"['Tacos', 'Asian Fusion']",40.04981,-75.184849,18 W Hortter,,,Philadelphia,19119,US,PA,"18 W Hortter Philadelphia, PA 19119 "
2676,South Philly Italian Kitchen,"['Italian', 'Venues & Event Spaces']",40.054133,-75.19445,311 W Mt Pleasant Ave,,,Philadelphia,19119,US,PA,"311 W Mt Pleasant Ave Philadelphia, PA 19119 "
2679,Hilltown Tavern,"['Sports Bars', 'Irish Pub', 'Burgers']",40.0280368006554,-75.2158295149253,326 Roxborough Ave,,,Philadelphia,19128,US,PA,"326 Roxborough Ave Philadelphia, PA 19128 "
2681,Valley Green Inn,"['American (New)', 'Venues & Event Spaces']",40.0550649139669,-75.2181315422058,7 Valley Green Rd,,,Philadelphia,19128,US,PA,"7 Valley Green Rd Philadelphia, PA 19128 "
2682,McMenamin's Tavern,"['American (New)', 'Pubs']",40.05969,-75.19089,7170 Germantown Ave,,,Philadelphia,19119,US,PA,"7170 Germantown Ave Philadelphia, PA 19119 "
2684,Earth Bread + Brewery,"['Pizza', 'Breweries']",40.0591201782227,-75.1904373168945,7136 Germantown Ave,,,Philadelphia,19119,US,PA,"7136 Germantown Ave Philadelphia, PA 19119 "
2685,Milo - The Meeting House,"['American (Traditional)', 'Gastropubs', 'Venues & Event Spaces']",40.06019,-75.19065,7165 Germantown Ave,,,Philadelphia,19119,US,PA,"7165 Germantown Ave Philadelphia, PA 19119 "
2686,Alena’s Cafe,['Cafes'],40.0514183,-75.1849065,6669 Germantown Ave,,,Philadelphia,19119,US,PA,"6669 Germantown Ave Philadelphia, PA 19119 "
2687,Pizzeria Nonna,"['Pizza', 'Italian', 'Desserts']",40.05987,-75.191,7200 Germantown Ave,,,Philadelphia,19119,US,PA,"7200 Germantown Ave Philadelphia, PA 19119 "
2689,Mt Airy Breakfast & Lunch,"['Breakfast & Brunch', 'American (Traditional)']",40.0521915,-75.185537,6709 Germantown Ave,,,Philadelphia,19119,US,PA,"6709 Germantown Ave Philadelphia, PA 19119 "
2692,Evo Brickoven Pizza,"['Pizza', 'Italian']",40.05463,-75.19394,277 W Mt Pleasant Ave,,,Philadelphia,19119,US,PA,"277 W Mt Pleasant Ave Philadelphia, PA 19119 "
2693,High Point Cafe,"['Coffee & Tea', 'Creperies', 'Bakeries']",40.04616,-75.19584,602 Carpenter Ln,,,Philadelphia,19119,US,PA,"602 Carpenter Ln Philadelphia, PA 19119 "
2699,Mt. Airy Deli,"['Delis', 'Cheesesteaks', 'Breakfast & Brunch']",40.0632429,-75.188104,7200 Devon St,,,Philadelphia,19119,US,PA,"7200 Devon St Philadelphia, PA 19119 "
2700,Breakfast Boutique Mount Airy,['Breakfast & Brunch'],40.0550327831252,-75.1869688297908,6833 Germantown Ave,,,Philadelphia,19119,US,PA,"6833 Germantown Ave Philadelphia, PA 19119 "
2702,Chubbys Steaks,"['Sandwiches', 'Cheesesteaks']",40.02914,-75.20628,5826 Henry Ave,,,Philadelphia,19128,US,PA,"5826 Henry Ave Philadelphia, PA 19128 "
2703,Mi Puebla Restaurant,['Mexican'],40.0598081946373,-75.1906603574753,7157 Germantown Ave,,,Philadelphia,19119,US,PA,"7157 Germantown Ave Philadelphia, PA 19119 "
2704,Cherish Philly,"['Caribbean', 'Cafes', 'Breakfast & Brunch']",40.058235,-75.189372,7060 Germantown Ave,,,Philadelphia,19119,US,PA,"7060 Germantown Ave Philadelphia, PA 19119 "
2706,Germantown Jerk Hut,"['Caribbean', 'Food Trucks']",40.06017,-75.190691,7165 Germantown Ave,,,Philadelphia,19119,US,PA,"7165 Germantown Ave Philadelphia, PA 19119 "
2711,Manayunk Pizza,['Pizza'],40.0268363,-75.21633,4222 Manayunk Ave,,,Philadelphia,19128,US,PA,"4222 Manayunk Ave Philadelphia, PA 19128 "
2713,Henry James Saloon,"['Pubs', 'Sandwiches', 'Pizza']",40.029207,-75.206667,577 Jamestown Ave,,,Philadelphia,19128,US,PA,"577 Jamestown Ave Philadelphia, PA 19128 "
2728,Suzzana African Kitchen,['African'],39.9252899,-75.2351599,6521 Woodland Ave,,,Philadelphia,19142,US,PA,"6521 Woodland Ave Philadelphia, PA 19142 "
2730,Woodland Village Restaurant,['American (New)'],39.927412,-75.231476,6234 Woodland Ave,,,Philadelphia,19142,US,PA,"6234 Woodland Ave Philadelphia, PA 19142 "
2734,Queen,['Chinese'],39.9261292055626,-75.2343338690061,6433 Woodland Ave,,,Philadelphia,19142,US,PA,"6433 Woodland Ave Philadelphia, PA 19142 "
2741,Ackee Tree Jamaican Restaurant,['Caribbean'],39.9243414803678,-75.2363474294543,6631 Woodland Ave,,,Philadelphia,19142,US,PA,"6631 Woodland Ave Philadelphia, PA 19142 "
2743,King of Wings,['Restaurants'],39.9236,-75.23177,6451 Grays Ave,,,Philadelphia,19142,US,PA,"6451 Grays Ave Philadelphia, PA 19142 "
2761,Artemis Cuisines,"['Asian Fusion', 'Southern']",40.03976,-75.06915,6633 Oakland St,,,Philadelphia,19149,US,PA,"6633 Oakland St Philadelphia, PA 19149 "
2792,Wawa,"['Sandwiches', 'Coffee & Tea']",40.0363583117723,-75.0698208063841,6460 Bustleton Ave,,,Philadelphia,19149,US,PA,"6460 Bustleton Ave Philadelphia, PA 19149 "
2844,La Strada Italian Restaurant,['Italian'],40.123181,-75.063439,2519 Huntingdon Pike,,,Huntingdon Valley,19006,US,PA,"2519 Huntingdon Pike Huntingdon Valley, PA 19006 "
2847,Provecho Mexican Grill,['Mexican'],40.1219150349088,-75.0482869391436,2807 Philmont Ave,,,Huntingdon Valley,19006,US,PA,"2807 Philmont Ave Huntingdon Valley, PA 19006 "
2849,Guy Fieri's Flavortown Kitchen,"['Food Delivery Services', 'Burgers', 'Chicken Wings']",40.11868,-75.06351,,,,Hungtingdon Valley,19006,US,PA,"Hungtingdon Valley, PA 19006 "
2850,Sushiman,"['Sushi Bars', 'Japanese', 'Asian Fusion']",40.1225223888106,-75.0638011414485,2501 Huntingdon Pike,,,Huntingdon Valley,19006,US,PA,"2501 Huntingdon Pike Huntingdon Valley, PA 19006 "
2853,Ricardo's Restaurant,"['Italian', 'Portuguese', 'Spanish']",40.1250379,-75.0631451,20 Fetters Mill Sq,,,Huntingdon Valley,19006,US,PA,"20 Fetters Mill Sq Huntingdon Valley, PA 19006 "
2854,Heritage Hoagies,['Sandwiches'],40.1224138,-75.0643518,2447 Huntingdon Pike,,,Huntingdon Valley,19006,US,PA,"2447 Huntingdon Pike Huntingdon Valley, PA 19006 "
2857,Golden Gates,"['Russian', 'Dance Clubs']",40.1218959,-75.0328702,11058 Rennard St,,,Philadelphia,19116,US,PA,"11058 Rennard St Philadelphia, PA 19116 "
2858,Miss Philly Grill,"['Breakfast & Brunch', 'American (New)']",40.1236574,-75.0417579,2957 Philmont Ave,,,Huntingdon Valley,19006,US,PA,"2957 Philmont Ave Huntingdon Valley, PA 19006 "
2871,Seasons Pizza,"['Pizza', 'Italian', 'Sandwiches']",40.12359,-75.0417,2975 Philmont Ave,,,Huntingdon Valley,19006,US,PA,"2975 Philmont Ave Huntingdon Valley, PA 19006 "
2875,Angelo's Pizza,"['Pizza', 'Italian']",40.1214362,-75.0341582,11036 Rennard St,,,Philadelphia,19116,US,PA,"11036 Rennard St Philadelphia, PA 19116 "
2878,Wawa,"['Coffee & Tea', 'Sandwiches']",40.1208690619816,-75.058748117947,2500 Philmont Ave,,,Huntingdon Valley,19006,US,PA,"2500 Philmont Ave Huntingdon Valley, PA 19006 "
2884,Wing Squad,"['Food Delivery Services', 'Chicken Wings']",40.1206268830964,-75.0731752,,,,Huntingdon Valley,19006,US,PA,"Huntingdon Valley, PA 19006 "
2984,Yo Mamas Kitchen,"['Soul Food', 'Juice Bars & Smoothies', 'Caribbean']",39.976507,-75.226566,1459 N 52nd St,,,Philadelphia,19131,US,PA,"1459 N 52nd St Philadelphia, PA 19131 "
2988,Alaska King Crab House,['Seafood'],39.9730713726396,-75.2188593214163,4834 Lancaster Ave,,,Philadelphia,19131,US,PA,"4834 Lancaster Ave Philadelphia, PA 19131 "
2990,Super House,"['Chinese', 'Seafood']",39.97374,-75.22909,5344 Master St,,,Philadelphia,19131,US,PA,"5344 Master St Philadelphia, PA 19131 "
2993,China King,['Chinese'],39.9728,-75.22584,1251 N 52nd St,,,Philadelphia,19131,US,PA,"1251 N 52nd St Philadelphia, PA 19131 "
2994,Saladworks at Shoprite,"['Salad', 'Juice Bars & Smoothies']",39.9783182700221,-75.2232638490889,1575 N 52nd St,,,Philadelphia,19131,US,PA,"1575 N 52nd St Philadelphia, PA 19131 "
2996,White Horse Tavern,"['Southern', 'Soul Food', 'Bars']",39.97338,-75.21955,4860 Lancaster Ave,,,Philadelphia,19104,US,PA,"4860 Lancaster Ave Philadelphia, PA 19104 "
2997,Lebel Pizza,['Pizza'],39.97088,-75.23275,5601 W Girard Ave,,,Philadelphia,19131,US,PA,"5601 W Girard Ave Philadelphia, PA 19131 "
2999,McCormick & Schmick's Seafood & Steaks,['Seafood'],39.97301,-75.23136,1326 N 55th St,,,Philadelphia,19131,US,PA,"1326 N 55th St Philadelphia, PA 19131 "
3000,Star Fusion Express,"['Chicken Wings', 'Seafood', 'Asian Fusion']",39.981332,-75.223961,5178 Parkside Ave,,,Philadelphia,19131,US,PA,"5178 Parkside Ave Philadelphia, PA 19131 "
3001,New Star Express Pizza,['Pizza'],39.97713,-75.22709,5202 Lancaster Ave,,,Philadelphia,19131,US,PA,"5202 Lancaster Ave Philadelphia, PA 19131 "
3003,McDonald's,"['Coffee & Tea', 'Burgers', 'Fast Food']",39.9799311010675,-75.2242517721498,1575 N 52nd St,,,Philadelphia,19131,US,PA,"1575 N 52nd St Philadelphia, PA 19131 "
3004,How Choy,['Chinese'],39.9837350175832,-75.2309615537524,1725 N 54th St,,,Philadelphia,19131,US,PA,"1725 N 54th St Philadelphia, PA 19131 "
3006,D's 8 Brothers Food Market & Deli,"['Delis', 'Grocery']",39.969539642334,-75.2130584716797,4500 Lancaster Ave,,,Philadelphia,19131,US,PA,"4500 Lancaster Ave Philadelphia, PA 19131 "
3007,Checkers,"['Burgers', 'Fast Food']",39.97302,-75.21816,4813-23 Lancaster Avenue,,,Philadelphia,19131,US,PA,"4813-23 Lancaster Avenue Philadelphia, PA 19131 "
3008,Krispy Krunchy Chicken,"['Chicken Wings', 'Breakfast & Brunch', 'Fast Food']",39.9713288539758,-75.2156128115809,4626 Lancaster Ave,,,Philadelphia,19131,US,PA,"4626 Lancaster Ave Philadelphia, PA 19131 "
3009,Carroll Park Breakfast Restaurant,['Breakfast & Brunch'],39.9724426269531,-75.2263412475586,1236 N 52nd St,,,Philadelphia,19131,US,PA,"1236 N 52nd St Philadelphia, PA 19131 "
3010,Wynnefield Pizza,['Pizza'],39.9846801757812,-75.2311096191406,1819 N 54th St,,,Philadelphia,19131,US,PA,"1819 N 54th St Philadelphia, PA 19131 "
3011,Popeyes Louisiana Kitchen,"['Chicken Wings', 'Fast Food']",39.9804117,-75.2340528,5601 Lancaster Ave,,,Philadelphia,19131,US,PA,"5601 Lancaster Ave Philadelphia, PA 19131 "
3012,Lancaster Meat Market,"['Meat Shops', 'Grocery', 'Delis']",39.98096,-75.23525,5645 Lancaster Ave,,,Philadelphia,19131,US,PA,"5645 Lancaster Ave Philadelphia, PA 19131 "
3013,McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']",39.9659790328664,-75.2322795242071,5601 Vine St,,,Philadelphia,19139,US,PA,"5601 Vine St Philadelphia, PA 19139 "
3037,Il Ghiottone,['Italian'],39.97505,-75.118352,2723 E Cumberland St,,,Philadelphia,19125,US,PA,"2723 E Cumberland St Philadelphia, PA 19125 "
3046,Hajimaru Fishtown,['Ramen'],39.9688731,-75.133491,200 E Girard Ave,,,Philadelphia,19125,US,PA,"200 E Girard Ave Philadelphia, PA 19125 "
3049,Vince's Pizzeria of Fishtown,['Pizza'],39.965926,-75.134144,965 Frankford Ave,,,Philadelphia,19125,US,PA,"965 Frankford Ave Philadelphia, PA 19125 "
3051,Elwood,"['American (New)', 'Tea Rooms']",39.966403536629,-75.1342273503542,1007 Frankford Ave,,,Philadelphia,19125,US,PA,"1007 Frankford Ave Philadelphia, PA 19125 "
3057,Bonks Bar,"['Bars', 'Seafood', 'American (Traditional)']",39.98635,-75.09431,3467 Richmond St,,,Philadelphia,19134,US,PA,"3467 Richmond St Philadelphia, PA 19134 "
3058,Kensington Quarters,"['American (Traditional)', 'Venues & Event Spaces', 'Cooking Classes']",39.97052,-75.1347399,1310 Frankford Ave,,,Philadelphia,19125,US,PA,"1310 Frankford Ave Philadelphia, PA 19125 "
3059,Fette Sau,['Barbeque'],39.9692358,-75.134788,1208 Frankford Ave,,,Philadelphia,19125,US,PA,"1208 Frankford Ave Philadelphia, PA 19125 "
3062,Fabrika Fishtown,['Dinner Theater'],39.967315,-75.134545,1108 Frankford Ave,,,Philadelphia,19125,US,PA,"1108 Frankford Ave Philadelphia, PA 19125 "
3085,Thomasena's  Restaurant,"['Soul Food', 'Cafeteria']",40.005163,-75.078016,2374 Orthodox St,,,Philadelphia,19137,US,PA,"2374 Orthodox St Philadelphia, PA 19137 "
3086,Renzi's Pizzeria,['Pizza'],39.99804,-75.0744267,2728 Orthodox St,,,Philadelphia,19137,US,PA,"2728 Orthodox St Philadelphia, PA 19137 "
3087,Old English Pizza,['Pizza'],39.99754,-75.07341,2765 Orthodox St,,,Philadelphia,19137,US,PA,"2765 Orthodox St Philadelphia, PA 19137 "
3088,General Tso,['Chinese'],40.00611,-75.07817,2350 Orthodox St,,,Philadelphia,19137,US,PA,"2350 Orthodox St Philadelphia, PA 19137 "
3089,Szechuan Garden,"['Szechuan', 'Cantonese']",40.0018902858442,-75.0662353495862,2700 Bridge St,,,Philadelphia,19137,US,PA,"2700 Bridge St Philadelphia, PA 19137 "
3090,Wawa,"['Sandwiches', 'Coffee & Tea']",39.9966099,-75.07432,4371 Richmond St,,,Philadelphia,19137,US,PA,"4371 Richmond St Philadelphia, PA 19137 "
3092,Wawa,"['Coffee & Tea', 'Sandwiches']",39.9972580068028,-75.08843000205914,3901 Aramingo Ave,,,Philadelphia,19137,US,PA,"3901 Aramingo Ave Philadelphia, PA 19137 "
3093,Pal's Pizza,['Pizza'],40.0065193,-75.0913162,4061 Frankford Ave,,,Philadelphia,19124,US,PA,"4061 Frankford Ave Philadelphia, PA 19124 "
3094,Community,"['American (New)', 'Bars']",39.93754,-75.17883,1200 S 21st St,,,Philadelphia,19146,US,PA,"1200 S 21st St Philadelphia, PA 19146 "
3097,On Point Bistro,"['American (New)', 'Breakfast & Brunch', 'Burgers']",39.9372500399819,-75.177109837532,1200 Point Breeze Ave,,,Philadelphia,19146,US,PA,"1200 Point Breeze Ave Philadelphia, PA 19146 "
3098,Chick's Philly,"['Pizza', 'Beer Bar']",39.9387523,-75.1740837,1807 Washington Ave,,,Philadelphia,19146,US,PA,"1807 Washington Ave Philadelphia, PA 19146 "
3101,Los Camaradas,['Mexican'],39.940803527832,-75.1797714233398,918 S 22nd St,,,Philadelphia,19146,US,PA,"918 S 22nd St Philadelphia, PA 19146 "
3106,American Sardine Bar,"['Bars', 'American (New)']",39.936536,-75.17375,1800 Federal St,,,Philadelphia,19146,US,PA,"1800 Federal St Philadelphia, PA 19146 "
3107,Porco's Porchetteria,['Sandwiches'],39.9393052954761,-75.180116817791,2204 Washington Ave,,,Philadelphia,19146,US,PA,"2204 Washington Ave Philadelphia, PA 19146 "
3111,Cafe Ynez,"['Mexican', 'Cafes']",39.9394117528025,-75.177328118915,2025 Washington Ave,,,Philadelphia,19146,US,PA,"2025 Washington Ave Philadelphia, PA 19146 "
3113,Philly Tacos,['Mexican'],39.93435,-75.17773,2011 Reed St,,,Philadelphia,19146,US,PA,"2011 Reed St Philadelphia, PA 19146 "
3114,Two Eagles Cafe,['Cafes'],39.93405627380036,-75.17732061989713,1401 S 20th St,,,Philadelphia,19146,US,PA,"1401 S 20th St Philadelphia, PA 19146 "
3115,The Tasty Toast,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']",39.9347543,-75.1795322,1320 Point Breeze Ave,,,Philadelphia,19146,US,PA,"1320 Point Breeze Ave Philadelphia, PA 19146 "
3116,Friday Saturday Sunday,"['American (New)', 'Salad', 'Seafood']",39.948917388916,-75.1759185791016,261 S 21st St,,,Philadelphia,19103,US,PA,"261 S 21st St Philadelphia, PA 19103 "
3120,Balkan Express Restaurant,['Mediterranean'],39.9449215,-75.1799647,2237 Grays Ferry Ave,,,Philadelphia,19146,US,PA,"2237 Grays Ferry Ave Philadelphia, PA 19146 "
3123,Cotoletta Fitler Square,['Italian'],39.94749,-75.17915,2227 Pine St,,,Philadelphia,19103,US,PA,"2227 Pine St Philadelphia, PA 19103 "
3126,Black Seed Cafe,"['Breakfast & Brunch', 'Burgers', 'Cafes']",39.93815,-75.18363701398629,2400 Federal St,,,Philadelphia,19146,US,PA,"2400 Federal St Philadelphia, PA 19146 "
3127,L'anima,['Italian'],39.9394700802366,-75.1711999252439,1001 S 17th St,,,Philadelphia,19146,US,PA,"1001 S 17th St Philadelphia, PA 19146 "
3129,Martabak Ok,"['Indonesian', 'Desserts', 'Asian Fusion']",39.9390238157699,-75.1732082292438,1801 Washington Ave,Unit D,,Philadelphia,19146,US,PA,"1801 Washington Ave Unit D Philadelphia, PA 19146 "
3134,Café Lutecia,"['French', 'Breakfast & Brunch']",39.9465999,-75.17958,2301 Lombard St,,,Philadelphia,19146,US,PA,"2301 Lombard St Philadelphia, PA 19146 "
3135,Sally,"['Pizza', 'Wine Bars', 'Tapas/Small Plates']",39.94887745981096,-75.17887942492962,2229 Spruce St,,,Philadelphia,19103,US,PA,"2229 Spruce St Philadelphia, PA 19103 "
3139,Bistro SouthEast,"['Asian Fusion', 'Seafood', 'Sandwiches']",39.9445223204185,-75.1727068682635,1824 S St,,,Philadelphia,19146,US,PA,"1824 S St Philadelphia, PA 19146 "
3140,Callahan's Grille,"['Pubs', 'American (Traditional)']",39.94609,-75.18378,2615 South St,,,Philadelphia,19146,US,PA,"2615 South St Philadelphia, PA 19146 "
3141,Midnight Iris,"['Bars', 'American (New)']",39.945245,-75.170511,1708 Lombard St,,,Philadelphia,19146,US,PA,"1708 Lombard St Philadelphia, PA 19146 "
3208,Tiffany Diner,"['Diners', 'Cocktail Bars', 'Bakeries']",40.074034,-75.03607,9010 Roosevelt Blvd,,,Philadelphia,19115,US,PA,"9010 Roosevelt Blvd Philadelphia, PA 19115 "
3209,Vince's Pizzeria,['Pizza'],40.079260250904,-75.026438727208,2550 Grant Ave,Ste 350,,Philadelphia,19115,US,PA,"2550 Grant Ave Ste 350 Philadelphia, PA 19115 "
3210,The Halal Guys,"['Halal', 'Middle Eastern', 'Mediterranean']",40.07803,-75.02696,2550 Grant Ave,Ste 320,,Philadelphia,19114,US,PA,"2550 Grant Ave Ste 320 Philadelphia, PA 19114 "
3211,Applebee's Grill + Bar,"['Sports Bars', 'Burgers', 'American (Traditional)']",40.07662,-75.033565,9142 Roosevelt Blvd,,,Philadelphia,19115,US,PA,"9142 Roosevelt Blvd Philadelphia, PA 19115 "
3216,El Cancun,['Restaurants'],40.0725048,-75.0334818,2538 Welsh Rd,Ste 40,,Philadelphia,19152,US,PA,"2538 Welsh Rd Ste 40 Philadelphia, PA 19152 "
3217,Red Lobster,"['Seafood', 'American (Traditional)']",40.075949,-75.034346,9140 Roosevelt Blvd E,ACROSS THE STREET FROM NORTHEAST SHOPPING CENTER,,Philadelphia,19115,US,PA,"9140 Roosevelt Blvd E ACROSS THE STREET FROM NORTHEAST SHOPPING CENTER Philadelphia, PA 19115 "
3219,Five Guys,"['Burgers', 'Fast Food']",40.079215686189535,-75.02670485098399,1100 Cecil B Moore Ave,,,Philadelphia,19122,US,PA,"1100 Cecil B Moore Ave Philadelphia, PA 19122 "
3220,Bubbakoos Burritos,"['Tex-Mex', 'Mexican', 'American (New)']",40.0779888,-75.0273447,2550 Grant Ave,,,Philadelphia,19114,US,PA,"2550 Grant Ave Philadelphia, PA 19114 "
3223,Buffalo Wild Wings,"['Sports Bars', 'American (Traditional)', 'Chicken Wings']",40.0827588110125,-75.025806427002,9701 Roosevelt Rd,,,Philadelphia,19114,US,PA,"9701 Roosevelt Rd Philadelphia, PA 19114 "
3225,Muscle Maker Grill,"['American (New)', 'Salad', 'Wraps']",40.078208,-75.02719,2550 Grant Ave,,,Philadelphia,19114,US,PA,"2550 Grant Ave Philadelphia, PA 19114 "
3227,PrimoHoagies,"['Sandwiches', 'Italian']",40.071867946794,-75.0304493308068,2417 Welsh Rd,Ste 12,,Philadelphia,19114,US,PA,"2417 Welsh Rd Ste 12 Philadelphia, PA 19114 "
3229,Five Guys,"['Burgers', 'Fast Food']",40.07918902924433,-75.0266629492229,2552 Grant Ave,,,Philadelphia,19114,US,PA,"2552 Grant Ave Philadelphia, PA 19114 "
3230,NetCost Market,"['Grocery', 'Fruits & Veggies', 'Delis']",40.072126,-75.03082,2417 Welsh Rd,,,Philadelphia,19114,US,PA,"2417 Welsh Rd Philadelphia, PA 19114 "
3231,Chipotle Mexican Grill,"['Mexican', 'Fast Food']",40.0744858688797,-75.033047728836,9173 Roosevelt Blvd,,,Philadelphia,19114,US,PA,"9173 Roosevelt Blvd Philadelphia, PA 19114 "
3234,Saladworks,"['Vegetarian', 'Salad', 'Soup']",40.0730228774191,-75.0350286613596,2508-10 Welsh Rd,,,Philadelphia,19152,US,PA,"2508-10 Welsh Rd Philadelphia, PA 19152 "
3236,Philly Bar and Restaurant,"['American (Traditional)', 'Sports Bars', 'Pizza']",40.07132,-75.030767,2417 Welsh Rd,Ste 3-4,,Philadelphia,19114,US,PA,"2417 Welsh Rd Ste 3-4 Philadelphia, PA 19114 "
3237,Checkers,"['Fast Food', 'Burgers']",40.0752499143726,-75.0323500111699,9173 Roosevelt Boulevard,,,Philadelphia,19114,US,PA,"9173 Roosevelt Boulevard Philadelphia, PA 19114 "
